sample_id,qc_type,TG 52:2 [-16:0],TG 52:3 [-16:1],TG 52:3 [-18:2],TG 52:4 [-16:0],TG 52:4 [-18:1],TG 53:2 [-17:0],TG 54:2 [-18:0],TG 54:3 [-18:1],TG 54:4 [-18:0],TG 54:4 [-18:2],TG 54:5 [-18:1],TG 54:6 [-18:2],TG 56:6 [-20:4],TG 56:8 [-20:4],TG 58:8 [-22:6]
LT_batch3_27,SAMPLE,500.9343153036,54.32777160865272,346.79830746391593,119.38422652256973,80.82047896296571,8.614736863193508,66.63650200934511,247.04847878616823,7.049668558077938,19.793617093287498,51.73094760177375,17.40396415321636,14.580872188934805,3.5289879844153123,4.092234588880488
LT_batch3_28,SAMPLE,664.2487848461955,50.94695715223765,552.5762352031609,248.89333930052777,113.84929866255526,9.491466264879152,83.80463077746273,375.72148469706104,22.60907006399877,46.557960307384796,109.98089139215251,68.12316060467447,10.96395672347925,3.8305566330223493,5.544483397170678
LT_batch3_29,SAMPLE,1500.731274493415,73.34024863549895,912.9168883934796,348.6847222901226,160.86669382711432,14.286030576932703,162.94311474715147,473.1441962044885,19.994703288399133,43.642658955742256,109.38953113432379,67.05084562023006,25.344652914775356,11.519303253472378,6.01257895179949
LT_batch3_30,SAMPLE,1070.2044035671713,48.465209093934874,677.4328773861283,221.59420525762707,111.47664757282921,10.69188627862226,127.9754057813814,301.92397486161747,16.59686035709217,27.354015736860816,66.78520748002074,30.138303657651058,15.86744970352195,5.961908805914387,18.102192371349915
LT_batch3_31,SAMPLE,219.88548769333207,10.01252518825304,191.94641513334042,77.15265469392763,25.238397306716493,2.253601825606744,16.511725600258178,73.29771101912533,4.487846576624883,8.9232251800973,22.363573586068856,12.421874224337444,7.715037721562656,2.755388814834905,3.0936342584094523
LT_batch3_32,SAMPLE,297.18936025448807,36.78158747843628,190.33501766284036,76.16218906270593,63.15102919597757,5.4314217318335904,40.26241499283885,172.6101882211686,4.5930058789426225,16.34358189040029,40.49119484128692,17.819857602854846,10.968065423669488,3.886774532060052,6.796840160686416
LT_batch3_33,SAMPLE,247.3834016935515,19.791574488294817,194.49542412571142,65.9108425723442,37.21943847076151,4.703823913055697,26.14946736875164,102.89896470386834,5.064724009076676,10.64113007197072,28.147566907719167,11.452644735203783,7.485910368578881,2.504608329685785,7.894932887323893
LT_batch3_34,SAMPLE,433.88408643956365,27.348637105836904,313.879763043869,103.46968218105621,52.760203261524396,6.2536641518649265,40.130414182810114,164.5627398764667,6.524350375307099,16.767329534071884,34.72096177961493,17.310156344483076,10.402939892331775,2.649958819086977,4.762811503534078
LT_batch3_35,SAMPLE,489.1279524968779,44.411839398485014,300.1722351262265,100.58991945751345,62.05457337479969,7.609849700104574,50.96181271349974,167.61566978454636,5.271454073308037,13.955540491278283,32.62208994291809,13.438347800318688,9.14640403251663,2.9599264324608736,4.730819919413301
LT_batch3_36,SAMPLE,1954.7305104355014,91.96642720580911,1363.036136105125,545.4039535587557,231.85084095393032,25.099222280792425,319.41124350674767,948.3227554313117,31.390704237666412,73.48005643159826,176.33691399858628,113.68263877568143,27.382644312620574,11.494222657245368,10.914124049402973
LT_batch3_37,SAMPLE,544.9520720819677,51.29775035562528,487.94108461145913,206.21819669801408,102.28142601468497,9.217797108524074,77.81221250795468,352.9497792170324,19.02302343875267,42.081227570061266,110.85981352057016,89.20803460876623,11.985315509673612,3.141275046548055,6.25679521946229
LT_batch3_38,SAMPLE,1209.2957878072457,66.13592170751215,861.8582950766458,309.0835155757015,155.29441510074335,12.72735266830327,160.11994457227365,354.5045270977053,20.954791029885815,34.64276744223706,79.13913348729568,51.71110599042803,14.032816508812434,5.593329114397081,15.344234052267115
